Duplicate and hierarchy review

Multiple IDs, suites, campuses, and duplicate marketing entities do not auto-promote.

| Market | Property | Municipality | Risks | Legacy IDs |
| miami-doral-medley | 6316 nw 97th ave | Miami | MULTIPLE_LEGACY_IDS, SUITE_BUILDING_AMBIGUITY | 26 |
| miami-doral-medley | 7150 nw 5th pl | Miami | MULTIPLE_LEGACY_IDS | 26 |
| miami-doral-medley | 7620 nw 25th st | Miami | MULTIPLE_LEGACY_IDS, SUITE_BUILDING_AMBIGUITY | 26 |
| miami-doral-medley | 9699 ne 2nd ave | Miami | MULTIPLE_LEGACY_IDS | 26 |
| miami-doral-medley | 600 payne dr | Miami | MULTIPLE_LEGACY_IDS | 25 |
| miami-doral-medley | 8726 nw 26 st | Miami | MULTIPLE_LEGACY_IDS, SUITE_BUILDING_AMBIGUITY | 25 |
| miami-doral-medley | 1516 1526 ponce de leon blvd | Coral Gables | MULTIPLE_LEGACY_IDS | 24 |
| miami-doral-medley | 15805 biscayne blvd | Miami | MULTIPLE_LEGACY_IDS | 24 |
| miami-doral-medley | 15807 biscayne blvd | Miami | MULTIPLE_LEGACY_IDS | 24 |
| las-vegas-clark-county | rainbow and landberg | Las Vegas | MULTIPLE_LEGACY_IDS | 76 |
| las-vegas-clark-county | craig simmons | North Las Vegas | MULTIPLE_LEGACY_IDS | 47 |
| las-vegas-clark-county | 10801 w charleston blvd | Las Vegas | MULTIPLE_LEGACY_IDS, SUITE_BUILDING_AMBIGUITY | 46 |
| las-vegas-clark-county | placid st keehn ave | Henderson | MULTIPLE_LEGACY_IDS | 45 |
| las-vegas-clark-county | nw corner of ford at parvin st | Las Vegas | MULTIPLE_LEGACY_IDS | 45 |
| las-vegas-clark-county | w richmar | Las Vegas | MULTIPLE_LEGACY_IDS | 44 |
| las-vegas-clark-county | corner of rosanna st and ford ave | Las Vegas | MULTIPLE_LEGACY_IDS | 43 |
| las-vegas-clark-county | bicentennial pkwy via inspirada | Henderson | MULTIPLE_LEGACY_IDS | 41 |
| las-vegas-clark-county | 197 e california ave | Las Vegas | MULTIPLE_LEGACY_IDS | 41 |
| las-vegas-clark-county | las vegas blvd lamont st | Las Vegas | MULTIPLE_LEGACY_IDS | 41 |
| las-vegas-clark-county | nwc of w lone mountain rd and n fort apache rd | Las Vegas | MULTIPLE_LEGACY_IDS | 41 |
| las-vegas-clark-county | simmons craig | North Las Vegas | MULTIPLE_LEGACY_IDS | 41 |
| las-vegas-clark-county | simmons st w craig rd | North Las Vegas | MULTIPLE_LEGACY_IDS | 41 |
| las-vegas-clark-county | e maulding ave and gilespie | Las Vegas | MULTIPLE_LEGACY_IDS | 40 |
| las-vegas-clark-county | 730 s 9th st 816 820 gass ave | Las Vegas | MULTIPLE_LEGACY_IDS | 39 |
| las-vegas-clark-county | via centro near via inspirada | Henderson | MULTIPLE_LEGACY_IDS | 37 |
| las-vegas-clark-county | tomsik camero | Las Vegas | MULTIPLE_LEGACY_IDS | 24 |
| las-vegas-clark-county | 1015 e charleston blvd | Las Vegas | MULTIPLE_LEGACY_IDS | 22 |
| las-vegas-clark-county | 12209 nevada hwy 160 | Las Vegas | MULTIPLE_LEGACY_IDS | 22 |
| las-vegas-clark-county | 2550 fremont st | Las Vegas | MULTIPLE_LEGACY_IDS | 22 |
| las-vegas-clark-county | 3150 w charleston blvd | Las Vegas | MULTIPLE_LEGACY_IDS | 22 |
| las-vegas-clark-county | 4730 s pecos rd | Las Vegas | MULTIPLE_LEGACY_IDS | 22 |
| las-vegas-clark-county | 5055 n rainbow blvd | Las Vegas | MULTIPLE_LEGACY_IDS | 22 |
| las-vegas-clark-county | 5585 redwood st | Las Vegas | MULTIPLE_LEGACY_IDS | 22 |
| las-vegas-clark-county | 5613 s eastern ave | Las Vegas | MULTIPLE_LEGACY_IDS | 22 |
| las-vegas-clark-county | 12797 s las vegas blvd | Las Vegas | MULTIPLE_LEGACY_IDS | 21 |
| las-vegas-clark-county | 2113 2417 sunrise ave | Las Vegas | MULTIPLE_LEGACY_IDS | 21 |
| las-vegas-clark-county | 6745 s eastern 7 | Las Vegas | MULTIPLE_LEGACY_IDS | 21 |
| las-vegas-clark-county | 9748 w ann rd | Las Vegas | MULTIPLE_LEGACY_IDS | 21 |
| las-vegas-clark-county | 9824 w pebble rd | Las Vegas | MULTIPLE_LEGACY_IDS | 21 |
| las-vegas-clark-county | swc of cimarron rd vegas dr | Las Vegas | MULTIPLE_LEGACY_IDS | 19 |
| las-vegas-clark-county | 2705 w lake mead blvd | Las Vegas | MULTIPLE_LEGACY_IDS | 18 |
| las-vegas-clark-county | carey lamb | Las Vegas | MULTIPLE_LEGACY_IDS | 18 |
| las-vegas-clark-county | washington ave and los feliz st | Las Vegas | MULTIPLE_LEGACY_IDS | 18 |
| las-vegas-clark-county | steptoe st and hamilton ave | Las Vegas | MULTIPLE_LEGACY_IDS | 16 |
| las-vegas-clark-county | 7935 7975 w badura ave | Las Vegas | MULTIPLE_LEGACY_IDS, SUITE_BUILDING_AMBIGUITY | 15 |
| las-vegas-clark-county | sec wynn rd tropicana ave | Las Vegas | MULTIPLE_LEGACY_IDS | 14 |
| las-vegas-clark-county | 710 s main st | Las Vegas | MULTIPLE_LEGACY_IDS | 13 |
| las-vegas-clark-county | giles and wigwam | Las Vegas | MULTIPLE_LEGACY_IDS | 12 |
| las-vegas-clark-county | nellis blvd s of lake mead blvd | Las Vegas | MULTIPLE_LEGACY_IDS | 12 |
| east-bay | evora rd and willow pass ct | Concord | MULTIPLE_LEGACY_IDS | 94 |
| east-bay | 18551 19367 mission blvd | Hayward | MULTIPLE_LEGACY_IDS | 83 |
| east-bay | 30850 30920 dyer st | Union City | MULTIPLE_LEGACY_IDS | 82 |
| east-bay | 22708 22712 foothill blvd | Hayward | MULTIPLE_LEGACY_IDS | 50 |
| east-bay | vacant land macarthur blvd oakland ca | Oakland | MULTIPLE_LEGACY_IDS | 37 |
| east-bay | 24011 24123 hesperian blvd | Hayward | MULTIPLE_LEGACY_IDS | 32 |
| east-bay | 40400 40550 albrae st | Fremont | MULTIPLE_LEGACY_IDS | 31 |
| east-bay | 40871 40967 albrae st | Fremont | MULTIPLE_LEGACY_IDS | 27 |
| east-bay | 37353 37371 fremont blvd | Fremont | MULTIPLE_LEGACY_IDS | 25 |
| east-bay | 1679 1691 willow pass rd | Concord | MULTIPLE_LEGACY_IDS | 24 |
| east-bay | 22164 22168 mission blvd | Hayward | MULTIPLE_LEGACY_IDS | 24 |
| east-bay | 1230 1232 fruitvale ave | Oakland | MULTIPLE_LEGACY_IDS | 24 |
| east-bay | 2400 2496 teagarden st | San Leandro | MULTIPLE_LEGACY_IDS | 24 |
| east-bay | 1313 9th st | Berkeley | MULTIPLE_LEGACY_IDS | 23 |
| east-bay | alameda point | Alameda | MULTIPLE_LEGACY_IDS | 22 |
| east-bay | 690 692 25th st | Oakland | MULTIPLE_LEGACY_IDS | 21 |
| east-bay | 1500 150th st | San Leandro | MULTIPLE_LEGACY_IDS | 21 |
| east-bay | 1500 1530 s main st | Walnut Creek | MULTIPLE_LEGACY_IDS | 21 |
| east-bay | baumberg ave arden rd | Hayward | MULTIPLE_LEGACY_IDS, CAMPUS_COMPLEX_AMBIGUITY | 18 |
| east-bay | 945 959 22nd ave | Oakland | MULTIPLE_LEGACY_IDS | 18 |
| east-bay | 20902 20914 cabot blvd | San Leandro | MULTIPLE_LEGACY_IDS | 18 |
| east-bay | 1777 oakland blvd | Walnut Creek | MULTIPLE_LEGACY_IDS, SUITE_BUILDING_AMBIGUITY | 18 |
| east-bay | 1500 1530 broadway st | Oakland | MULTIPLE_LEGACY_IDS | 16 |
| east-bay | 2764 73rd ave | Oakland | MULTIPLE_LEGACY_IDS | 16 |
| east-bay | 3000 3010 colby st | Berkeley | MULTIPLE_LEGACY_IDS | 15 |
| east-bay | 0 warm springs blvd combo | Fremont | MULTIPLE_LEGACY_IDS | 15 |
| east-bay | 47609 47643 lakeview blvd | Fremont | MULTIPLE_LEGACY_IDS | 15 |
| east-bay | 1300 7th st 1333 8th st | Oakland | MULTIPLE_LEGACY_IDS | 15 |
| east-bay | 1205 1299 parkside dr | Walnut Creek | MULTIPLE_LEGACY_IDS | 15 |
| east-bay | 3000 main st | Alameda | MULTIPLE_LEGACY_IDS | 14 |
| east-bay | 46560 fremont blvd | Fremont | MULTIPLE_LEGACY_IDS | 14 |
| east-bay | 3098 3100 e 10th st | Oakland | MULTIPLE_LEGACY_IDS | 14 |
| east-bay | goodrick w parr n | Richmond | MULTIPLE_LEGACY_IDS | 14 |
| east-bay | 15099 hesperian blvd | San Leandro | MULTIPLE_LEGACY_IDS, SUITE_BUILDING_AMBIGUITY | 14 |
| east-bay | 3007 3039 teagarden st | San Leandro | MULTIPLE_LEGACY_IDS | 14 |
| east-bay | 1501 1597 ferry pt | Alameda | MULTIPLE_LEGACY_IDS | 13 |
| east-bay | 1535 buena vista ave marina | Alameda | MULTIPLE_LEGACY_IDS | 13 |
| east-bay | 2315 2323 central ave | Alameda | MULTIPLE_LEGACY_IDS | 13 |
| east-bay | 46997 47001 warm springs blvd | Fremont | MULTIPLE_LEGACY_IDS | 13 |
| east-bay | 5605 5639 auto mall pky | Fremont | MULTIPLE_LEGACY_IDS | 13 |
| los-angeles-independent-cities | 12924 12930 lakeland rd | Santa Fe Springs | MULTIPLE_LEGACY_IDS | 65 |
| los-angeles-independent-cities | 15401 15467 valley blvd | City of Industry | MULTIPLE_LEGACY_IDS | 64 |
| los-angeles-independent-cities | florence and broadway | Los Angeles | MULTIPLE_LEGACY_IDS | 62 |
| los-angeles-independent-cities | 1811 n anaheim blvd | Long Beach | MULTIPLE_LEGACY_IDS | 52 |
| los-angeles-independent-cities | 24427 24451 crenshaw blvd | Torrance | MULTIPLE_LEGACY_IDS | 50 |
| los-angeles-independent-cities | 15219 15229 15259 gale ave 980 turnbull canyon rd | City of Industry | MULTIPLE_LEGACY_IDS | 49 |
| los-angeles-independent-cities | 4539 4551 centinela ave | Los Angeles | MULTIPLE_LEGACY_IDS | 48 |
| los-angeles-independent-cities | 4555 centinela ave | Los Angeles | MULTIPLE_LEGACY_IDS | 48 |
| los-angeles-independent-cities | 10841 10847 laurel ave | Santa Fe Springs | MULTIPLE_LEGACY_IDS | 48 |
| los-angeles-independent-cities | 2151 florence ave | Los Angeles | MULTIPLE_LEGACY_IDS | 46 |
| los-angeles-independent-cities | 18831 18837 hawthorne blvd | Torrance | MULTIPLE_LEGACY_IDS | 46 |
| los-angeles-independent-cities | 15512 15516 s white ave | Compton | MULTIPLE_LEGACY_IDS | 45 |
| los-angeles-independent-cities | 11200 11350 s crenshaw blvd | Inglewood | MULTIPLE_LEGACY_IDS | 40 |
| los-angeles-independent-cities | 5861 5865 s vermont ave | Los Angeles | MULTIPLE_LEGACY_IDS | 31 |
| los-angeles-independent-cities | 12130 millennium dr | Los Angeles | MULTIPLE_LEGACY_IDS | 30 |
| los-angeles-independent-cities | 360 n pacific coast hwy | Los Angeles | MULTIPLE_LEGACY_IDS | 30 |
| los-angeles-independent-cities | 21046 figueroa st | Carson | MULTIPLE_LEGACY_IDS, SUITE_BUILDING_AMBIGUITY | 27 |
| los-angeles-independent-cities | 11835 w olympic blvd | Los Angeles | MULTIPLE_LEGACY_IDS, SUITE_BUILDING_AMBIGUITY | 26 |
| los-angeles-independent-cities | 901 s stimson ave 16030 phoenix dr | City of Industry | MULTIPLE_LEGACY_IDS | 25 |
| los-angeles-independent-cities | 900 940 e compton blvd | Compton | MULTIPLE_LEGACY_IDS | 25 |
| los-angeles-independent-cities | 15325 15345 s western ave | Gardena | MULTIPLE_LEGACY_IDS | 25 |
| los-angeles-independent-cities | 11736 11744 hawthorne blvd | Hawthorne | MULTIPLE_LEGACY_IDS | 25 |
| los-angeles-independent-cities | 3322 la cienega pl | Culver City | MULTIPLE_LEGACY_IDS | 24 |
| los-angeles-independent-cities | 3562 3576 eastham dr | Culver City | MULTIPLE_LEGACY_IDS | 24 |
| los-angeles-independent-cities | 200 210 w grand ave | El Segundo | MULTIPLE_LEGACY_IDS | 24 |
| los-angeles-independent-cities | 2210 2218 e maple ave | El Segundo | MULTIPLE_LEGACY_IDS | 24 |
| los-angeles-independent-cities | 1625 103rd | Los Angeles | MULTIPLE_LEGACY_IDS | 24 |
| los-angeles-independent-cities | 2850 n soto st | Los Angeles | MULTIPLE_LEGACY_IDS | 24 |
| los-angeles-independent-cities | 6216 6218 w manchester ave | Los Angeles | MULTIPLE_LEGACY_IDS | 24 |
| los-angeles-independent-cities | 6611 6617 s main st | Los Angeles | MULTIPLE_LEGACY_IDS | 24 |
| los-angeles-independent-cities | 980 n la cienega blvd | Los Angeles | MULTIPLE_LEGACY_IDS | 24 |
| los-angeles-independent-cities | 8106 8118 allport ave | Santa Fe Springs | MULTIPLE_LEGACY_IDS | 24 |
| los-angeles-independent-cities | 1520 1528 cloverfield blvd | Santa Monica | MULTIPLE_LEGACY_IDS | 24 |
| los-angeles-independent-cities | 1159 w 36th st | Los Angeles | MULTIPLE_LEGACY_IDS | 23 |
| los-angeles-independent-cities | 1801 s la cienega blvd | Los Angeles | MULTIPLE_LEGACY_IDS | 23 |
| los-angeles-independent-cities | 1810 w burbank blvd | Burbank | MULTIPLE_LEGACY_IDS | 22 |
| los-angeles-independent-cities | 2820 n ontario st | Burbank | MULTIPLE_LEGACY_IDS | 22 |
| los-angeles-independent-cities | 7643 n san fernando rd | Burbank | MULTIPLE_LEGACY_IDS | 22 |
| los-angeles-independent-cities | 701 e alondra blvd | Compton | MULTIPLE_LEGACY_IDS | 22 |
| los-angeles-independent-cities | 8717 aviation blvd | Inglewood | MULTIPLE_LEGACY_IDS | 22 |
