# Duplicate, suite, and campus review

Suite observations and ambiguous campuses are never auto-promoted as buildings.

| Market | Property | Municipality | Conflicts | Legacy IDs |
| indianapolis | 1000 s carroll rd | Indianapolis | MULTIPLE_LEGACY_IDS | 1893201, 1905710, 1918524, 1931953, 1945372, 1956863, 1979176, 1992972, 2007493, 2021406, 2035993 |
| indianapolis | 1011 dr martin luther king jr st | Indianapolis | MULTIPLE_LEGACY_IDS | 446790, 463291 |
| indianapolis | 10289 e washington st | Indianapolis | MULTIPLE_LEGACY_IDS | 1430360, 1515451, 1450859 |
| indianapolis | 1031 1037 n girls school rd | Indianapolis | MULTIPLE_LEGACY_IDS | 1727197, 1738011, 1749975, 1772037, 1773120, 1791942, 1791955, 1812539, 1823281, 1833684, 1844840, 1856624, 1868703, 1880975, 1893433, 1905951, 1918774, 1932198, 1957116, 1979439, 1993239, 2007762, 2021677, 1945625 |
| indianapolis | 1031 n girls school rd | Indianapolis | MULTIPLE_LEGACY_IDS | 1578932, 1588188 |
| indianapolis | 1041 n girls school rd | Indianapolis | MULTIPLE_LEGACY_IDS | 1430448, 1515539, 1450946 |
| indianapolis | 10542 coldwater rd | Indianapolis | MULTIPLE_LEGACY_IDS | 315366, 302960, 290085 |
| indianapolis | 10640 e 59th st | Indianapolis | MULTIPLE_LEGACY_IDS | 1257264, 1515682, 1274210 |
| indianapolis | 10809 e us hwy 136 | Indianapolis | MULTIPLE_LEGACY_IDS | 1274286, 1515774, 1291967 |
| indianapolis | 10940 e 42nd st | Indianapolis | MULTIPLE_LEGACY_IDS | 1553353, 1562049 |
| indianapolis | 11115 essen ct | Indianapolis | MULTIPLE_LEGACY_IDS | 1049821, 675223 |
| indianapolis | 1118 e 30th st | Indianapolis | MULTIPLE_LEGACY_IDS | 1579185, 1588463 |
| indianapolis | 11808 e washington | Indianapolis | MULTIPLE_LEGACY_IDS | 1027330, 1038573, 1077424, 1089724, 1102555, 1115450, 1128713, 1142396, 1161383, 1176247, 1191613, 1208073, 1223761, 1240420, 1257924, 1274882, 1292584, 1310095, 1328159, 1346225, 1370889, 1391017, 1410380, 1431322, 1451847, 1472667, 1516479, 1535971, 1544715, 1553607, 1562316, 1570680, 1579331, 1588617, 1597985, 1608407, 1619165, 1628755, 1638999, 1649185, 1659715, 1670635, 1681368, 1692605, 1703520, 1714386, 1722031, 1727669, 1738483, 1750447, 1493817 |
| indianapolis | 11810 e washington st | Indianapolis | MULTIPLE_LEGACY_IDS | 1257926, 1274884 |
| indianapolis | 12110 pendleton pike sr 67 | Indianapolis | MULTIPLE_LEGACY_IDS | 1773070, 1774290, 1793213, 1793222, 1813183, 1823963, 1834397, 1845593, 1857405, 1869493, 1881787, 1894257, 1906792, 1919634, 1933093, 1946533, 1958031, 1980382, 1994197, 2008732, 2022652 |
| indianapolis | 12140 12148 e 65th st | Indianapolis | MULTIPLE_LEGACY_IDS | 1773085, 1774307, 1793230, 1793240, 1823970, 1834405, 1845601, 1857415, 1869504, 1881798, 1894269, 1906805, 1919648, 1933106, 1946546, 1958044, 1980396, 1994211, 2008746, 2022666, 2037033, 2047820, 2051169, 2054617, 2057488, 2060416, 2063385, 2066701, 2069661, 2072634, 2075613, 2078578, 2081915, 2085235, 2088217, 2091242, 2094352, 2097704, 2100841, 2104087, 2112222, 2122174, 2127552, 2130477, 2133549, 2136590, 2139467, 2142810, 2145681, 2148617, 2151469, 2154560, 2157515, 2160089 |
| indianapolis | 12147 e 65th st | Indianapolis | MULTIPLE_LEGACY_IDS | 1773086, 1774308, 1793231, 1793241, 1813190, 1823971, 1834406, 1845602, 1857416, 1869505, 1881799, 1894270, 1906807, 1919650, 1933109, 1946549, 1958047, 1980399, 1994214, 2008749, 2022670, 2037037 |
| indianapolis | 12233 pendleton pike | Indianapolis | MULTIPLE_LEGACY_IDS | 1869547, 1881845, 1894317, 1906855, 1919698, 1933159, 1958097, 1980449, 1994265, 2008802, 2022724, 2037084, 1946599 |
| indianapolis | 1240 e stop 11 rd | Indianapolis | MULTIPLE_LEGACY_IDS | 1431686, 1516885, 1452230 |
| indianapolis | 1248 s tibbs ave | Indianapolis | MULTIPLE_LEGACY_IDS | 2063404, 290950 |
| indianapolis | 125 n shortridge | Indianapolis | MULTIPLE_LEGACY_IDS | 1869623, 1881921, 1894396, 1906931, 1919781, 1933248, 1958192, 1980553, 1994372, 2008907, 2022833, 1946692 |
| indianapolis | 1251 w 16th st | Indianapolis | MULTIPLE_LEGACY_IDS | 1431749, 1452294, 1516951 |
| indianapolis | 1255 w sumner ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1919813, 1933281, 1958226, 1980589, 1994409, 2008944, 2022870, 2037202, 1946725 |
| indianapolis | 1260 interchange way | Indianapolis | MULTIPLE_LEGACY_IDS | 1579525, 1588826 |
| indianapolis | 1361 burdsal pkwy | Indianapolis | MULTIPLE_LEGACY_IDS | 367192, 387878 |
| indianapolis | 1405 broad ripple ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1027900, 1039189, 1517710 |
| indianapolis | 1417 1421 s belmont ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1728309, 1739123, 1751087 |
| indianapolis | 1417 s belmont ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1619775, 1629375 |
| indianapolis | 1431 s meridian st | Indianapolis | MULTIPLE_LEGACY_IDS | 388035, 406219 |
| indianapolis | 1455 n alabama st | Indianapolis | MULTIPLE_LEGACY_IDS | 1660459, 1682149, 1671404 |
| indianapolis | 1455 n pennsylvania st | Indianapolis | MULTIPLE_LEGACY_IDS | 1241535, 1259075, 1372127 |
| indianapolis | 1511 southeastern ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1774665, 1775805, 1794796, 1794797 |
| indianapolis | 1551 n post rd | Indianapolis | MULTIPLE_LEGACY_IDS | 1774837, 1775978, 1794986, 1794987, 1814089, 1824904, 1835389, 1846616, 1858462, 1870574, 1882904, 1895394, 1907942, 1920831, 1934333, 1947802, 1959314, 1981716, 1995557, 2010115, 2024041, 2038172 |
| indianapolis | 1670 wales ave | Indianapolis | MULTIPLE_LEGACY_IDS | 244661, 248822 |
| indianapolis | 1708 e 10th st | Indianapolis | MULTIPLE_LEGACY_IDS | 1814371, 1825196, 1835695, 1846942, 1858794, 1870913, 1883252, 1895743, 1908298, 1921190, 1934707, 1959696, 1982116, 1995961, 2010530, 2024463, 2038495, 1948183 |
| indianapolis | 1710 jenkins st | Indianapolis | MULTIPLE_LEGACY_IDS | 292188, 303690 |
| indianapolis | 1711 n college ave | Indianapolis | MULTIPLE_LEGACY_IDS | 292195, 303696 |
| indianapolis | 1717 w 86th st | Indianapolis | MULTIPLE_LEGACY_IDS | 303710, 292210 |
| indianapolis | 1776 n meridian st | Indianapolis | MULTIPLE_LEGACY_IDS | 292318, 303821 |
| indianapolis | 1800 n meridian st | Indianapolis | MULTIPLE_LEGACY_IDS | 350828, 350827 |
| indianapolis | 1801 s emerson ave | Indianapolis | MULTIPLE_LEGACY_IDS | 165892, 199749 |
| indianapolis | 1820 executive dr | Indianapolis | MULTIPLE_LEGACY_IDS | 448460, 464539 |
| indianapolis | 1820 s arlington ave | Indianapolis | MULTIPLE_LEGACY_IDS | 292441, 303946 |
| indianapolis | 1868 lafayette rd | Indianapolis | MULTIPLE_LEGACY_IDS | 1434015, 1454645 |
| indianapolis | 1901 n sherman dr | Indianapolis | MULTIPLE_LEGACY_IDS | 292582, 304095 |
| indianapolis | 1910 lafayette rd | Indianapolis | MULTIPLE_LEGACY_IDS | 1454757, 1519527, 1475616 |
| indianapolis | 1925 s delaware st | Indianapolis | MULTIPLE_LEGACY_IDS | 292662, 304174 |
| indianapolis | 1935 kentucky ave | Indianapolis | MULTIPLE_LEGACY_IDS | 292679, 304192 |
| indianapolis | 20 w raymond st | Indianapolis | MULTIPLE_LEGACY_IDS | 1040205, 1519800, 1079122 |
| indianapolis | 2052 s meridian st | Indianapolis | MULTIPLE_LEGACY_IDS | 1079342, 1520187, 1091710 |
| indianapolis | 2075 s belmont ave | Indianapolis | MULTIPLE_LEGACY_IDS | 203559, 203561 |
| indianapolis | 21 n pennsylvania st | Indianapolis | MULTIPLE_LEGACY_IDS | 1714912, 1722558 |
| indianapolis | 2122 e 10th st | Indianapolis | MULTIPLE_LEGACY_IDS | 341244, 329413, 431602 |
| indianapolis | 2123 fletcher ave | Indianapolis | MULTIPLE_LEGACY_IDS | 293176, 304713 |
| indianapolis | 2130 w southport rd | Indianapolis | MULTIPLE_LEGACY_IDS | 389127, 448977 |
| indianapolis | 2131 2133 e 54th st | Indianapolis | MULTIPLE_LEGACY_IDS | 1729660, 1740473, 1752437 |
| indianapolis | 2131 e 54th st | Indianapolis | MULTIPLE_LEGACY_IDS | 1435051, 1455703 |
| indianapolis | 2131 e 71st st | Indianapolis | MULTIPLE_LEGACY_IDS | 293193, 304731 |
| indianapolis | 2131 n mitthoefer rd | Indianapolis | MULTIPLE_LEGACY_IDS | 464956, 481364, 498678, 514648 |
| indianapolis | 2136 w southport rd | Indianapolis | MULTIPLE_LEGACY_IDS | 304738, 293201 |
| indianapolis | 2138 w southport rd | Indianapolis | MULTIPLE_LEGACY_IDS | 293203, 304740 |
| indianapolis | 2152 s lynhurst dr | Indianapolis | MULTIPLE_LEGACY_IDS | 407238, 431631, 449012, 464984 |
| indianapolis | 2160 s lynhurst dr | Indianapolis | MULTIPLE_LEGACY_IDS | 498704, 514667 |
| indianapolis | 2160 w 86th st | Indianapolis | MULTIPLE_LEGACY_IDS | 354465, 368053, 389178, 293253, 304790, 316431 |
| indianapolis | 2165 s meridian st | Indianapolis | MULTIPLE_LEGACY_IDS | 1091998, 1104904, 1520598 |
| indianapolis | 2171 bluff rd | Indianapolis | MULTIPLE_LEGACY_IDS | 1179276, 1520617, 1194722 |
| indianapolis | 21st and sherman | Indianapolis | MULTIPLE_LEGACY_IDS | 1455870, 1476751, 1520681, 1537556, 1546358, 1555231, 1563944, 1572233, 1580978, 1590369, 1599810, 1610328, 1621093, 1630722, 1641001, 1651246, 1661839, 1672830, 1683585, 1694725, 1705699, 1714946, 1722592, 1729735, 1740548, 1752512, 1777184, 1778170, 1797356, 1797357, 1815314, 1826161, 1836720, 1848027, 1859898, 1872046, 1884414, 1896922, 1909498, 1922415, 1935976, 1960980, 1983445, 1997292, 2011892, 2025846, 2039582, 2048159, 2051515, 2054932, 2057800, 2060765, 2063777, 2067059, 2069984, 2072982, 2075920, 2078954, 2082326, 2085581, 2088566, 2091599, 2094735, 2098053, 1497983 |
| indianapolis | 2201 e troy ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1079694, 1092074, 1520736 |
| indianapolis | 2201 s meridian st | Indianapolis | MULTIPLE_LEGACY_IDS | 1261312, 1278364, 1520743 |
| indianapolis | 2203 e troy ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1211366, 1520752, 1227046 |
| indianapolis | 2204 churchman ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1079700, 1520756, 1092080 |
| indianapolis | 2205 n sherman dr | Indianapolis | MULTIPLE_LEGACY_IDS | 187256, 293350 |
| indianapolis | 2209 s keystone ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1040771, 1079709, 1520773 |
| indianapolis | 221 s franklin rd | Indianapolis | MULTIPLE_LEGACY_IDS | 176426, 237969 |
| indianapolis | 2219 s keystone ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1131395, 1414265, 1145078 |
| indianapolis | 2222 w southport rd | Indianapolis | MULTIPLE_LEGACY_IDS | 1777301, 1778281, 1797476, 1797477, 1815376, 1826229, 1836793, 1848107, 1859980, 1872131, 1884497, 1897009, 1909590, 1922507, 1936070, 1961077, 1983548, 1997399, 2011999, 2025954, 2039669, 1949562 |
| indianapolis | 2229 s keystone ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1131422, 1145105, 1414296 |
| indianapolis | 2235 s shelby st | Indianapolis | MULTIPLE_LEGACY_IDS | 1777333, 1778317, 1797508, 1797510, 1815393, 1826247, 1836813, 1848128, 1860002, 1872156, 1884522, 1897034, 1909615, 1922533, 1936098, 1949590, 1961103, 1983575, 1997427, 2012030, 2025983, 2039696 |
| indianapolis | 2236 w washington st | Indianapolis | MULTIPLE_LEGACY_IDS | 293418, 304967 |
| indianapolis | 229 s delaware st | Indianapolis | MULTIPLE_LEGACY_IDS | 1997509, 2012115, 2026067, 2039756 |
| indianapolis | 2297 2299 e troy ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1729895, 1740708, 1752672 |
| indianapolis | 2297 e troy ave | Indianapolis | MULTIPLE_LEGACY_IDS | 1211588, 1227268 |
| indianapolis | 2300 e county line rd | Indianapolis | MULTIPLE_LEGACY_IDS | 449213, 465166 |
| indianapolis | 2305 n shadeland | Indianapolis | MULTIPLE_LEGACY_IDS | 1777534, 1778551, 1797709, 1797708, 1815494, 1826348, 1836923, 1848239, 1860115, 1872270, 1884635, 1897148, 1909734, 1922653, 1936220, 1961226, 1983703, 1997557, 2012165, 2026117, 1949716 |
| indianapolis | 2310 cunningham rd | Indianapolis | MULTIPLE_LEGACY_IDS | 449237, 465194 |
| indianapolis | 2321 executive dr | Indianapolis | MULTIPLE_LEGACY_IDS | 431843, 449259, 465222 |
| indianapolis | 233 s state ave | Indianapolis | MULTIPLE_LEGACY_IDS | 918652, 928375, 1227401 |
| indianapolis | 2364 n butler ave | Indianapolis | MULTIPLE_LEGACY_IDS | 293633, 305195, 316572 |
| indianapolis | 2403 e 16th st | Indianapolis | MULTIPLE_LEGACY_IDS | 293701, 305265 |
| indianapolis | 2407 e 16th st | Indianapolis | MULTIPLE_LEGACY_IDS | 293712, 305278 |
| indianapolis | 2410 executive dr | Indianapolis | MULTIPLE_LEGACY_IDS | 293716, 305285, 316607 |
| indianapolis | 2421 2441 production dr | Indianapolis | MULTIPLE_LEGACY_IDS | 1848405, 1860282, 1884818, 1909926, 1922845, 1936417, 2012387, 1961432, 1983913, 1997772, 1730078, 1740891, 1752855, 1872445, 1897336, 2026340, 1949918 |
| indianapolis | 2421 production dr | Indianapolis | MULTIPLE_LEGACY_IDS | 368307, 1706056, 1546629 |
| indianapolis | 2425 e michigan st | Indianapolis | MULTIPLE_LEGACY_IDS | 1715063, 1722709 |
| indianapolis | 2450 production dr | Indianapolis | MULTIPLE_LEGACY_IDS | 293790, 305361, 316690 |
| indianapolis | 2457 e washington st | Indianapolis | MULTIPLE_LEGACY_IDS | 407792, 432051 |
| indianapolis | 2506 washington st | Indianapolis | MULTIPLE_LEGACY_IDS | 2063867, 1778029, 1779202, 1798296, 1798297, 1815757, 1826614, 1837205, 1848538, 1860420, 1872586, 1884962, 1897481, 1910071, 1922993, 1936571, 1961590, 1984081, 1997941, 2012556, 2026509, 2040118, 2048232, 2051591, 2055003, 2057872, 2060844, 2067135, 2070067, 2073065, 2075998, 2079044, 2082431, 2085659, 2088648, 2091683, 2094835, 2098143, 2101314, 2104505, 2112701, 2123333, 2127940, 2130800, 2133876, 2136971, 2139783, 2143123, 2145993, 2148925, 2151777, 2154866, 2157838, 2160388, 1950075 |
| indianapolis | 2506 willowbrook pkwy | Indianapolis | MULTIPLE_LEGACY_IDS | 1195547, 1662294, 1212118, 1350736 |
| indianapolis | 2513 s holt rd | Indianapolis | MULTIPLE_LEGACY_IDS | 293903, 305481, 316820 |
| indianapolis | 2525 n shadeland ave | Indianapolis | MULTIPLE_LEGACY_IDS | 216764, 246125, 293925 |
| denver-aurora | 10071 e iliff ave | Aurora | MULTIPLE_LEGACY_IDS | 1407160, 1429411 |
| denver-aurora | 10150 e colorado ave | Aurora | MULTIPLE_LEGACY_IDS | 1588133, 1597480 |
| denver-aurora | 10400 e evans ave | Aurora | MULTIPLE_LEGACY_IDS | 1128156, 1141839 |
| denver-aurora | 10731 e alameda ave | Aurora | MULTIPLE_LEGACY_IDS | 1223167, 1239813 |
| denver-aurora | 1109 akron st | Aurora | MULTIPLE_LEGACY_IDS | 1191251, 1207702, 1515999 |
| denver-aurora | 1151 1157 akron st | Aurora | MULTIPLE_LEGACY_IDS | 1727601, 1738415, 1750379 |
| denver-aurora | 1151 akron st | Aurora | MULTIPLE_LEGACY_IDS | 1161273, 1176138 |
| denver-aurora | 11601 e 33rd ave | Aurora | MULTIPLE_LEGACY_IDS | 1670588, 1681321 |
| denver-aurora | 1167 sable blvd | Aurora | MULTIPLE_LEGACY_IDS | 926814, 1027309 |
| denver-aurora | 11707 e colfax ave | Aurora | MULTIPLE_LEGACY_IDS | 2036841, 1772769, 1773979, 1792904, 1792919, 1813028, 1823798, 1834220, 1845404, 1857207, 1869288, 1881573, 1894044, 1906575, 1919417, 1932876, 1957811, 1980155, 1993969, 2008503, 2022421, 1946311 |
| denver-aurora | 11851 e 33rd ave | Aurora | MULTIPLE_LEGACY_IDS | 1617108, 1721003 |
| denver-aurora | 11916 e 14th ave | Aurora | MULTIPLE_LEGACY_IDS | 1391056, 1516524, 1410420 |
| denver-aurora | 12000 e 14th ave | Aurora | MULTIPLE_LEGACY_IDS | 1391132, 1516611, 1410497 |
| denver-aurora | 12099 e louisiana ave | Aurora | MULTIPLE_LEGACY_IDS | 1452036, 1472857, 1516676 |
| denver-aurora | 12200 e iliff ave | Aurora | MULTIPLE_LEGACY_IDS | 1737422, 1761695, 1769193 |
| denver-aurora | 1243 sable blvd | Aurora | MULTIPLE_LEGACY_IDS | 608658, 614526 |
| denver-aurora | 12635 e montview blvd | Aurora | MULTIPLE_LEGACY_IDS | 1737424, 1761697, 1769195 |
| denver-aurora | 12635 montview blvd | Aurora | MULTIPLE_LEGACY_IDS | 365003, 378676, 381172, 384626, 401237, 418918, 423650, 428009, 444501 |
| denver-aurora | 1300 1390 s potomac | Aurora | MULTIPLE_LEGACY_IDS | 624744, 927013, 1027649, 1038918, 1077784, 1090093, 1102944, 1115846, 1129138, 1142821, 1161875, 1176736, 1192114, 1208589, 1224277, 1240942, 1258456, 1275423, 1293134, 1310644, 1328721, 1346787, 1371453, 1391593, 1410973, 1431941, 1452489, 1473317, 1517155, 1536225, 1544974, 1553860, 1562580, 1570926, 1579590, 1588895, 1598279, 1608718, 1619471, 1629068, 1639320, 1649515, 1660054, 1670985, 1681724, 1692930, 1703862, 1714484, 1722130, 1727996, 1738810, 1750774, 1494484 |
| denver-aurora | 1300 1390 s potomac st | Aurora | MULTIPLE_LEGACY_IDS | 1737054, 1748940, 1768203, 1811001, 2084748, 1763657, 2119637, 2120817, 2066008, 2157075, 2162467, 2163005, 2167731, 1569771, 1618151, 1701783, 1761237, 1944247, 1992501, 2050187, 2054129, 2059828, 2062829, 2072054, 2078042, 2103702, 2116426, 2117427, 2118315, 2151127, 2154203, 2165006, 2166161, 2166921, 2167489 |
| denver-aurora | 1300 s abilene st | Aurora | MULTIPLE_LEGACY_IDS | 1958383, 1980744, 1994565, 2009100, 2023025, 2037336, 1946877 |
| denver-aurora | 1310 s abilene st | Aurora | MULTIPLE_LEGACY_IDS | 1027690, 1517251, 1038964 |
| denver-aurora | 1320 s abilene st | Aurora | MULTIPLE_LEGACY_IDS | 443839, 379090 |
| denver-aurora | 1325 idalia ct | Aurora | MULTIPLE_LEGACY_IDS | 1773757, 1774945, 1793891, 1793890, 1813523, 1824319, 1834772, 1845972, 1857803, 1869901, 1882205, 1894679, 1907212, 1920073, 1933557, 1958517, 1980888, 1994714, 2009253, 2023175, 2037459, 1947009 |
| denver-aurora | 1350 chambers rd | Aurora | MULTIPLE_LEGACY_IDS | 1407163, 1429415 |
| denver-aurora | 13550 e smith rd | Aurora | MULTIPLE_LEGACY_IDS | 1408392, 1448893 |
| denver-aurora | 13741 e rice pl | Aurora | MULTIPLE_LEGACY_IDS | 1554007, 1562734 |
| denver-aurora | 1389 s havana st | Aurora | MULTIPLE_LEGACY_IDS | 1761698, 1769197 |
| denver-aurora | 1390 s potomac st | Aurora | MULTIPLE_LEGACY_IDS | 529514, 552674, 212237, 916663 |
| denver-aurora | 13900 e florida ave | Aurora | MULTIPLE_LEGACY_IDS | 352222, 2072055 |
| denver-aurora | 1399 s havana st | Aurora | MULTIPLE_LEGACY_IDS | 916875, 927132 |
| denver-aurora | 1400 havana st | Aurora | MULTIPLE_LEGACY_IDS | 381928, 377992 |
| denver-aurora | 14193 e evans dr | Aurora | MULTIPLE_LEGACY_IDS | 1958840, 1981231, 1995064, 2009611, 2023534, 1947329 |
| denver-aurora | 14201 14291 e 4th ave | Aurora | MULTIPLE_LEGACY_IDS | 399085, 1800663, 418658, 1769520, 1770119, 1770755, 1726317, 1720491, 1732181, 1766899, 1767524, 1768175, 1768792, 477652, 1718863, 1737215, 1645521, 1713339, 1742800, 1760000, 1637641, 1702119, 1708537, 1748872, 1766344, 1648015, 1637353, 1655297, 1747804, 1753686, 1764556, 1765138, 1765634, 1676698, 1658390, 1669311, 1763901, 2050145, 2050532, 2062954, 2165792, 2174812, 1627602, 1665675, 1691296, 1697573, 1761541, 2053547, 2054121, 2056908, 2059760, 2059890, 2062801, 2062881, 2065968, 2066029, 2069160, 2069208, 2072044, 2072146, 2075160, 2077979, 2081173, 2081291, 2084303, 2084800, 2087779, 2090793, 2090812, 2093003, 2093904, 2096473, 2097287, 2099368, 2100415, 2102836, 2106656, 2111789, 2114975, 2115022, 2115110, 2115152, 2115914, 2116096, 2116432, 2116719, 2116935, 2117104, 2117368, 2117496, 2117866, 2118010, 2118159, 2118348, 2118445, 2118610, 2118703, 2119275, 2119408, 2119672, 2119736, 2120124, 2120355, 2120607, 2120862, 2121070, 2121346, 2126791, 2126862, 2129966, 2132693, 2132789, 2135785, 2136019, 2138948, 2139069, 2141649, 2142141, 2142321, 2144970, 2147832, 2145237, 2148165, 2150754, 2150944, 2153611, 2153855, 2154050, 2156689, 2156717, 2159673, 2162174, 2162213, 2162521, 2162685, 2163013, 2163181, 2163357, 2163523, 2163636, 2163819, 2164027, 2164163, 2164461, 2164540, 2164706, 2164931, 2165068, 2165198, 2165245, 2165479, 2165580, 2166002, 2166224, 2166426, 2166603, 2166752, 2166958, 2167125, 2167158, 2167523, 2167711, 2167746, 2168068, 2168232, 2168435, 2168522, 2168746, 2169002, 2169130, 2169347, 2169528, 2169706, 2169870, 2170039, 2170213, 2170391, 2170750, 2170768, 2171016, 2171180, 2171351, 2171500, 2171625, 2171761, 2171919, 2172092, 2172220, 2172371, 2172515, 2172678, 2172796, 2172944, 2173047, 2173172, 2173257, 2173401, 2173615, 2173676, 2173803, 2173976, 2174084, 2174215, 2174234, 2174536, 2174685, 1760547, 1761053, 1762114, 1762472, 1763238, 1790352, 1790396, 1800486, 1817684, 1822405, 1206378, 1205497, 1254975, 1256082, 1779255, 1156790, 1157243, 1158433, 1174978, 1190109, 1238860, 1617919, 1222326, 1159779, 1238184, 1272577, 1273168, 1617021, 1101390, 1157838, 1159030, 1289919, 1469979, 1543260, 1543637, 1552292, 1552534, 1561037, 1561292, 1569689, 1578248, 1586906, 1587356, 1596646, 1606246, 1606953, 1616369, 1616716, 2024680, 2035223, 2047017, 2047239, 1488584, 1467650, 1491269, 1506889, 1529768, 1534888, 1617404, 1290902, 1307894, 1156029, 580115, 587206, 1326282, 1154293, 1154820, 1155383, 1325519, 1140599, 647494, 1113736, 1114275, 1126888, 1141006, 1343751, 1344631, 1101115, 1127423, 1362705, 1361850, 1386228, 1387437, 1388526, 1406940, 1407978, 1426728, 1427804, 1428724, 1447162, 1449409, 1100571, 1088559, 926402, 935678, 926205, 934902, 935951, 1025759, 1088042, 935138, 935426, 1026112, 1026404, 1037344, 1037615, 1049102, 1049566, 1790351 |
| denver-aurora | 14291 e 4th ave | Aurora | MULTIPLE_LEGACY_IDS | 365683, 327844, 327886, 338828, 339134, 339461, 339746, 350544, 282928, 350765, 351098, 378104, 378546, 378974, 351698, 379390, 366268, 379819, 380142, 380687, 381949, 381219, 382584, 383338, 384237, 365167, 385074, 386004, 352506, 363837, 399859, 421441, 422422, 423312, 424008, 424900, 425740, 364766, 400602, 401506, 426866, 351963, 402348, 403077, 420526, 427659, 428502, 443569, 364013, 364322, 404298, 419496, 429477, 282865, 645613, 444306 |
| denver-aurora | 14295 e 32nd pl | Aurora | MULTIPLE_LEGACY_IDS | 1027947, 1039241 |
| denver-aurora | 14309 e 35th ave | Aurora | MULTIPLE_LEGACY_IDS | 1273192, 1325822, 1369257, 1407416, 1429457, 1470899, 1534901, 1569773 |
| denver-aurora | 1435 kingston st | Aurora | MULTIPLE_LEGACY_IDS | 1392216, 1411603 |
| denver-aurora | 14400 e smith rd | Aurora | MULTIPLE_LEGACY_IDS | 1192650, 1517881, 1209141 |
| denver-aurora | 14402 14492 e 33rd pl | Aurora | MULTIPLE_LEGACY_IDS | 1026466, 1088622, 1126915 |
| denver-aurora | 1475 kingston st | Aurora | MULTIPLE_LEGACY_IDS | 1408187, 1429345 |
| denver-aurora | 14901 e hampden ave | Aurora | MULTIPLE_LEGACY_IDS | 151316, 164499 |
| denver-aurora | 15201 e moncrieff pl | Aurora | MULTIPLE_LEGACY_IDS | 1026468, 1088624 |
| denver-aurora | 15250 e 33rd pl | Aurora | MULTIPLE_LEGACY_IDS | 1088625, 1126918 |
| denver-aurora | 1530 kingston st | Aurora | MULTIPLE_LEGACY_IDS | 1907875, 1920759, 1934260, 1947726, 1959239, 1981640, 1995483, 2010040, 2023963, 2038104 |
| denver-aurora | 15373 e 6th ave | Aurora | MULTIPLE_LEGACY_IDS | 1714634, 1722280 |
| denver-aurora | 15571 15573 e 13th ave | Aurora | MULTIPLE_LEGACY_IDS | 1774860, 1775996, 1795011, 1795008, 1814101, 1824916, 1835403, 1846632, 1858477, 1870589, 1882918, 1895408, 1907956, 1920845, 1934348, 1959329, 1981732, 1995573, 2010132, 2024058, 2038184, 2047975, 2051326, 2054761, 2057628, 2060575, 2063555, 2066859, 2069802, 2072786, 2075747, 2078740, 2082094, 2085383, 2088358, 2091391, 2094519, 2097855, 2101020, 2104239, 2112404, 1947817 |
| denver-aurora | 15700 e briarwood cir | Aurora | MULTIPLE_LEGACY_IDS | 1039515, 1518422, 1078402, 1329809 |
| denver-aurora | 15701 e fair ave | Aurora | MULTIPLE_LEGACY_IDS | 1162790, 1177645 |
| denver-aurora | 15761 e centretech pkwy | Aurora | MULTIPLE_LEGACY_IDS | 494446, 495598 |
| denver-aurora | 1590 galena st | Aurora | MULTIPLE_LEGACY_IDS | 1693632, 1704579 |
| denver-aurora | 1597 peoria st | Aurora | MULTIPLE_LEGACY_IDS | 1908008, 1920899, 1934404, 1959388, 1981791, 1995635, 2010193, 2024120, 2038232, 1947874 |
| denver-aurora | 1600 1690 s abilene st | Aurora | MULTIPLE_LEGACY_IDS | 1737057, 1748943, 1761240, 1763660, 1768207, 1811011, 1944250, 1992504 |
| denver-aurora | 1600 s abilene st | Aurora | MULTIPLE_LEGACY_IDS | 1369260, 365142, 1407419 |
| denver-aurora | 16200 16294 e 2nd ave | Aurora | MULTIPLE_LEGACY_IDS | 1769200, 2050576 |
| denver-aurora | 1630 laredo st | Aurora | MULTIPLE_LEGACY_IDS | 1814236, 1825058, 1835553, 1846794, 1858640, 1870756, 1883091, 1895581, 1908136, 1921029, 1934537, 1948014, 1959528, 1981937, 1995783, 2010346, 2024273, 2038350 |
| denver-aurora | 16350 e colfax ave | Aurora | MULTIPLE_LEGACY_IDS | 1714684, 1722330 |
| denver-aurora | 16404 16494 e 2nd ave | Aurora | MULTIPLE_LEGACY_IDS | 1737428, 2116310, 1761700, 1769203 |
| denver-aurora | 16506 16596 e 2nd ave | Aurora | MULTIPLE_LEGACY_IDS | 1737429, 1761701, 1769204 |
| denver-aurora | 16608 16698 e 2nd ave | Aurora | MULTIPLE_LEGACY_IDS | 1737430, 1761702 |
