SOURCE_URL,TARGET_URL,STATUS_CODE,PRESERVE_QUERY_STRING,INCLUDE_SUBDOMAINS,SUBPATH_MATCHING,PRESERVE_PATH_SUFFIX
https://rofo.com/FL/Port-Saint-Lucie,https://www.rofo.com/commercial-real-estate/FL/port-saint-lucie/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/FL/Port-Saint-Lucie,https://www.rofo.com/commercial-real-estate/FL/port-saint-lucie/,301,true,false,false,false
https://rofo.com/commercial-real-estate/FL/Port-Saint-Lucie,https://www.rofo.com/commercial-real-estate/FL/port-saint-lucie/,301,true,false,false,false
https://www.rofo.com/TN/Oak-Ridge,https://www.rofo.com/commercial-real-estate/TN/oak-ridge/,301,true,false,false,false
https://rofo.com/TN/Oak-Ridge,https://www.rofo.com/commercial-real-estate/TN/oak-ridge/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/TN/Oak-Ridge,https://www.rofo.com/commercial-real-estate/TN/oak-ridge/,301,true,false,false,false
https://rofo.com/commercial-real-estate/TN/Oak-Ridge,https://www.rofo.com/commercial-real-estate/TN/oak-ridge/,301,true,false,false,false
https://www.rofo.com/NV/Carson-City,https://www.rofo.com/commercial-real-estate/NV/carson-city/,301,true,false,false,false
https://rofo.com/NV/Carson-City,https://www.rofo.com/commercial-real-estate/NV/carson-city/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/NV/Carson-City,https://www.rofo.com/commercial-real-estate/NV/carson-city/,301,true,false,false,false
https://rofo.com/commercial-real-estate/NV/Carson-City,https://www.rofo.com/commercial-real-estate/NV/carson-city/,301,true,false,false,false
https://www.rofo.com/NC/Wilmington,https://www.rofo.com/commercial-real-estate/NC/wilmington/,301,true,false,false,false
https://rofo.com/NC/Wilmington,https://www.rofo.com/commercial-real-estate/NC/wilmington/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/NC/Wilmington,https://www.rofo.com/commercial-real-estate/NC/wilmington/,301,true,false,false,false
https://rofo.com/commercial-real-estate/NC/Wilmington,https://www.rofo.com/commercial-real-estate/NC/wilmington/,301,true,false,false,false
https://www.rofo.com/FL/Kissimmee,https://www.rofo.com/commercial-real-estate/FL/kissimmee/,301,true,false,false,false
https://rofo.com/FL/Kissimmee,https://www.rofo.com/commercial-real-estate/FL/kissimmee/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/FL/Kissimmee,https://www.rofo.com/commercial-real-estate/FL/kissimmee/,301,true,false,false,false
https://rofo.com/commercial-real-estate/FL/Kissimmee,https://www.rofo.com/commercial-real-estate/FL/kissimmee/,301,true,false,false,false
https://www.rofo.com/VA/Winchester,https://www.rofo.com/commercial-real-estate/VA/winchester/,301,true,false,false,false
https://rofo.com/VA/Winchester,https://www.rofo.com/commercial-real-estate/VA/winchester/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/VA/Winchester,https://www.rofo.com/commercial-real-estate/VA/winchester/,301,true,false,false,false
https://rofo.com/commercial-real-estate/VA/Winchester,https://www.rofo.com/commercial-real-estate/VA/winchester/,301,true,false,false,false
https://www.rofo.com/SC/Myrtle-Beach,https://www.rofo.com/commercial-real-estate/SC/myrtle-beach/,301,true,false,false,false
https://rofo.com/SC/Myrtle-Beach,https://www.rofo.com/commercial-real-estate/SC/myrtle-beach/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/SC/Myrtle-Beach,https://www.rofo.com/commercial-real-estate/SC/myrtle-beach/,301,true,false,false,false
https://rofo.com/commercial-real-estate/SC/Myrtle-Beach,https://www.rofo.com/commercial-real-estate/SC/myrtle-beach/,301,true,false,false,false
https://www.rofo.com/FL/Pompano-Beach,https://www.rofo.com/commercial-real-estate/FL/pompano-beach/,301,true,false,false,false
https://rofo.com/FL/Pompano-Beach,https://www.rofo.com/commercial-real-estate/FL/pompano-beach/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/FL/Pompano-Beach,https://www.rofo.com/commercial-real-estate/FL/pompano-beach/,301,true,false,false,false
https://rofo.com/commercial-real-estate/FL/Pompano-Beach,https://www.rofo.com/commercial-real-estate/FL/pompano-beach/,301,true,false,false,false
https://www.rofo.com/MN/Mankato,https://www.rofo.com/commercial-real-estate/MN/mankato/,301,true,false,false,false
https://rofo.com/MN/Mankato,https://www.rofo.com/commercial-real-estate/MN/mankato/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/MN/Mankato,https://www.rofo.com/commercial-real-estate/MN/mankato/,301,true,false,false,false
https://rofo.com/commercial-real-estate/MN/Mankato,https://www.rofo.com/commercial-real-estate/MN/mankato/,301,true,false,false,false
https://www.rofo.com/MD/Salisbury,https://www.rofo.com/commercial-real-estate/MD/salisbury/,301,true,false,false,false
https://rofo.com/MD/Salisbury,https://www.rofo.com/commercial-real-estate/MD/salisbury/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/MD/Salisbury,https://www.rofo.com/commercial-real-estate/MD/salisbury/,301,true,false,false,false
https://rofo.com/commercial-real-estate/MD/Salisbury,https://www.rofo.com/commercial-real-estate/MD/salisbury/,301,true,false,false,false
https://www.rofo.com/TX/Texarkana,https://www.rofo.com/commercial-real-estate/TX/texarkana/,301,true,false,false,false
https://rofo.com/TX/Texarkana,https://www.rofo.com/commercial-real-estate/TX/texarkana/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/TX/Texarkana,https://www.rofo.com/commercial-real-estate/TX/texarkana/,301,true,false,false,false
https://rofo.com/commercial-real-estate/TX/Texarkana,https://www.rofo.com/commercial-real-estate/TX/texarkana/,301,true,false,false,false
https://www.rofo.com/FL/Daytona-Beach,https://www.rofo.com/commercial-real-estate/FL/daytona-beach/,301,true,false,false,false
https://rofo.com/FL/Daytona-Beach,https://www.rofo.com/commercial-real-estate/FL/daytona-beach/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/FL/Daytona-Beach,https://www.rofo.com/commercial-real-estate/FL/daytona-beach/,301,true,false,false,false
https://rofo.com/commercial-real-estate/FL/Daytona-Beach,https://www.rofo.com/commercial-real-estate/FL/daytona-beach/,301,true,false,false,false
https://www.rofo.com/FL/Lakeland,https://www.rofo.com/commercial-real-estate/FL/lakeland/,301,true,false,false,false
https://rofo.com/FL/Lakeland,https://www.rofo.com/commercial-real-estate/FL/lakeland/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/FL/Lakeland,https://www.rofo.com/commercial-real-estate/FL/lakeland/,301,true,false,false,false
https://rofo.com/commercial-real-estate/FL/Lakeland,https://www.rofo.com/commercial-real-estate/FL/lakeland/,301,true,false,false,false
https://www.rofo.com/FL/Ocala,https://www.rofo.com/commercial-real-estate/FL/ocala/,301,true,false,false,false
https://rofo.com/FL/Ocala,https://www.rofo.com/commercial-real-estate/FL/ocala/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/FL/Ocala,https://www.rofo.com/commercial-real-estate/FL/ocala/,301,true,false,false,false
https://rofo.com/commercial-real-estate/FL/Ocala,https://www.rofo.com/commercial-real-estate/FL/ocala/,301,true,false,false,false
https://www.rofo.com/GA/Marietta,https://www.rofo.com/commercial-real-estate/GA/marietta/,301,true,false,false,false
https://rofo.com/GA/Marietta,https://www.rofo.com/commercial-real-estate/GA/marietta/,301,true,false,false,false
https://www.rofo.com/commercial-real-estate/GA/Marietta,https://www.rofo.com/commercial-real-estate/GA/marietta/,301,true,false,false,false
