city,state_abbr,county,lat,lng,population,zips,building_count,tier,slug,label,city_state_slug,path,source,officefinder_code,incorporated,cdp,ranking,simplemaps_matched,is_new_candidate
Tulsa,OK,Tulsa County,36.1283,-95.9042,747529,74137 74134 74132 74133 74130 74136 74135 74146 74145 74127 74126 74112 74114 74115 74119 74015 74106 74129 74128 74120 74171 74110 74116 74117 74107 74105 74103 74104 74108 74101 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74158 74159 74169 74170 74172 74182 74186 74187 74192 74193,7,3,tulsa,"Tulsa, OK",tulsa-ok,/commercial-real-estate/OK/tulsa/,rofo,,,,,true,
Beaverton,OR,Washington County,45.4871,-122.8037,97812,97225 97003 97005 97007 97006 97008 97075 97076 97077 97079,243,2,beaverton,"Beaverton, OR",beaverton-or,/commercial-real-estate/OR/beaverton/,rofo,,,,,true,
Clackamas,OR,Clackamas County,45.4122,-122.5545,,97015,1,3,clackamas,"Clackamas, OR",clackamas-or,/commercial-real-estate/OR/clackamas/,rofo,,,,,true,
Eugene,OR,Lane County,44.0564,-123.1174,272404,97405 97404 97401 97403 97402 97440,0,2,eugene,"Eugene, OR",eugene-or,/commercial-real-estate/OR/eugene/,officefinder+simplemaps,73,TRUE,FALSE,2,true,true
Hillsboro,OR,Washington County,45.5273,-122.936,108231,97006 97123 97124 97129,0,2,hillsboro,"Hillsboro, OR",hillsboro-or,/commercial-real-estate/OR/hillsboro/,officefinder+simplemaps,624,TRUE,FALSE,2,true,true
Lake Oswego,OR,Clackamas County,45.4129,-122.7004,40381,97034 97035 97036,3,3,lake-oswego,"Lake Oswego, OR",lake-oswego-or,/commercial-real-estate/OR/lake-oswego/,rofo,,,,,true,
Portland,OR,Multnomah County,45.5152,-122.6784,2115140,97227 97221 97220 97229 97203 97202 97201 97206 97205 97204 97209 97208 97258 97266 97219 97213 97236 97232 97233 97230 97239 97218 97214 97215 97216 97217 97210 97211 97212 97207 97228 97238 97240 97242 97250 97251 97252 97253 97254 97256 97280 97282 97283 97286 97290 97291 97292 97293 97294,1007,1,portland,"Portland, OR",portland-or,/commercial-real-estate/OR/portland/,rofo,,,,,true,
Tigard,OR,Washington County,45.4237,-122.7845,56011,97224 97223 97281,0,3,tigard,"Tigard, OR",tigard-or,/commercial-real-estate/OR/tigard/,officefinder+simplemaps,1077,TRUE,FALSE,3,true,true
Tualatin,OR,Washington County,45.3772,-122.7748,27763,97062,1,3,tualatin,"Tualatin, OR",tualatin-or,/commercial-real-estate/OR/tualatin/,rofo,,,,,true,
West Linn,OR,Clackamas County,45.367,-122.6399,26935,97068,0,3,west-linn,"West Linn, OR",west-linn-or,/commercial-real-estate/OR/west-linn/,officefinder+simplemaps,1073,TRUE,FALSE,3,true,true
